screening_year,age_at_screening,priors,sex,race,recid,compas_recid
2013,31,0,Male,African-American,no,not high risk
2013,23,1,Male,African-American,no,not high risk
2013,42,4,Male,Caucasian,no,not high risk
2014,25,0,Female,Caucasian,no,not high risk
2013,26,14,Male,Caucasian,no,high risk
2013,53,1,Male,Caucasian,no,not high risk
2013,20,2,Female,African-American,no,not high risk
2014,33,15,Male,African-American,no,not high risk
2013,20,1,Male,African-American,no,not high risk
2013,53,1,Male,African-American,no,not high risk
2013,35,1,Male,Caucasian,no,not high risk
2014,43,3,Male,African-American,no,not high risk
2013,28,14,Female,African-American,no,high risk
2014,40,7,Male,African-American,yes,not high risk
2013,32,1,Female,African-American,no,not high risk
2013,51,0,Male,Caucasian,no,not high risk
2013,21,0,Male,Hispanic,no,not high risk
2013,58,0,Male,Caucasian,no,not high risk
2013,39,0,Female,Caucasian,no,not high risk
2014,25,1,Male,African-American,no,not high risk
2013,21,2,Male,Caucasian,no,not high risk
2014,31,14,Male,African-American,no,not high risk
2013,36,0,Male,Caucasian,no,not high risk
2013,18,1,Male,Caucasian,yes,not high risk
2013,36,0,Male,Caucasian,no,not high risk
2013,26,0,Male,Caucasian,no,not high risk
2013,26,1,Male,Caucasian,no,not high risk
2013,62,6,Male,Caucasian,no,not high risk
2013,41,7,Male,African-American,yes,not high risk
2013,24,0,Male,African-American,no,not high risk
2013,24,8,Male,African-American,yes,not high risk
2013,58,0,Male,Caucasian,no,not high risk
2013,25,1,Male,African-American,no,not high risk
2014,25,9,Male,Caucasian,yes,not high risk
2013,22,2,Male,African-American,no,not high risk
2013,20,5,Male,Other,yes,high risk
2013,20,1,Male,African-American,no,not high risk
2013,27,3,Male,Other,no,not high risk
2013,42,2,Female,African-American,no,not high risk
2013,24,0,Female,African-American,no,not high risk
2013,18,0,Male,Caucasian,yes,high risk
2013,60,1,Male,African-American,no,not high risk
2013,60,0,Female,Caucasian,no,not high risk
2013,45,0,Male,Caucasian,no,not high risk
2013,50,1,Male,African-American,no,not high risk
2013,25,5,Male,African-American,no,high risk
2013,53,1,Male,Caucasian,no,not high risk
2013,32,2,Male,Hispanic,no,not high risk
2013,32,4,Male,African-American,no,not high risk
2013,57,3,Male,Caucasian,no,not high risk
2013,34,7,Female,African-American,no,not high risk
2013,29,0,Female,African-American,no,not high risk
2013,50,0,Male,Caucasian,no,not high risk
2014,30,0,Male,Caucasian,no,not high risk
2013,23,0,Male,Caucasian,no,not high risk
2014,59,0,Male,Caucasian,no,not high risk
2014,18,0,Male,African-American,no,high risk
2014,66,22,Male,African-American,no,not high risk
2013,23,0,Male,African-American,no,not high risk
2014,28,9,Male,African-American,yes,high risk
2014,19,1,Male,Caucasian,no,not high risk
2014,38,0,Male,Caucasian,no,not high risk
2013,19,0,Male,Caucasian,no,not high risk
2013,52,0,Female,Caucasian,yes,not high risk
2014,48,2,Male,Caucasian,yes,not high risk
2013,47,5,Female,African-American,no,not high risk
2013,35,11,Male,Other,no,not high risk
2013,50,2,Male,Caucasian,no,not high risk
2014,24,5,Male,Caucasian,no,not high risk
2013,56,0,Female,African-American,no,not high risk
2013,63,0,Male,Hispanic,no,not high risk
2013,42,8,Male,Hispanic,no,not high risk
2013,31,4,Male,Caucasian,no,not high risk
2013,19,0,Male,African-American,yes,not high risk
2013,24,0,Male,Other,no,not high risk
2013,33,13,Female,African-American,yes,not high risk
2013,42,2,Male,Caucasian,no,not high risk
2013,48,7,Male,African-American,yes,not high risk
2013,18,0,Female,African-American,no,not high risk
2013,30,3,Male,Caucasian,no,not high risk
2013,23,3,Male,African-American,yes,high risk
2014,35,0,Male,Caucasian,no,not high risk
2013,38,1,Male,Other,no,not high risk
2013,17,1,Male,African-American,no,not high risk
2013,33,0,Male,Caucasian,no,not high risk
2014,22,1,Male,Hispanic,no,not high risk
2013,42,0,Male,Caucasian,no,not high risk
2013,28,0,Male,African-American,no,not high risk
2013,38,0,Male,Hispanic,no,not high risk
2014,46,1,Male,Caucasian,no,not high risk
2014,65,0,Male,Caucasian,no,not high risk
2013,29,6,Male,Caucasian,no,not high risk
2013,28,7,Male,African-American,no,not high risk
2013,25,1,Male,Caucasian,no,not high risk
2013,53,0,Male,Caucasian,no,not high risk
2013,20,1,Female,Caucasian,no,not high risk
2013,39,0,Male,Caucasian,no,not high risk
2014,41,4,Male,African-American,yes,not high risk
2013,41,0,Male,African-American,no,not high risk
2013,22,0,Male,Caucasian,no,not high risk
2013,26,0,Male,Hispanic,no,not high risk
2013,39,2,Male,Hispanic,no,not high risk
2014,28,0,Male,Hispanic,no,not high risk
2013,38,1,Male,African-American,no,not high risk
2013,26,0,Male,African-American,no,not high risk
2013,24,0,Male,Caucasian,no,not high risk
2013,25,1,Female,African-American,no,not high risk
2013,32,4,Male,Caucasian,no,not high risk
2013,51,1,Male,Caucasian,no,not high risk
2014,18,0,Male,African-American,no,not high risk
2013,24,0,Male,Caucasian,no,not high risk
2013,18,1,Male,African-American,no,not high risk
2014,25,4,Male,Caucasian,no,not high risk
2013,51,0,Male,African-American,no,not high risk
2013,36,1,Male,African-American,no,not high risk
2014,20,2,Female,Caucasian,no,not high risk
2013,30,0,Female,Caucasian,no,not high risk
2013,33,0,Female,African-American,no,not high risk
2013,51,0,Male,African-American,no,not high risk
2013,25,2,Male,Caucasian,no,not high risk
2013,23,0,Male,African-American,no,high risk
2013,27,1,Male,African-American,yes,not high risk
2013,28,3,Male,African-American,no,not high risk
2014,31,1,Male,Hispanic,no,not high risk
2014,26,1,Male,African-American,no,not high risk
2013,20,1,Female,African-American,no,not high risk
2014,22,4,Male,Caucasian,yes,not high risk
2013,33,6,Male,African-American,no,not high risk
2013,18,0,Male,African-American,no,not high risk
2013,42,1,Male,Caucasian,no,not high risk
2013,34,3,Male,African-American,yes,not high risk
2013,48,0,Female,Caucasian,no,not high risk
2013,24,0,Male,Caucasian,yes,not high risk
2014,31,2,Female,Caucasian,no,not high risk
2013,52,0,Female,Caucasian,no,not high risk
2014,35,2,Male,African-American,no,not high risk
2013,39,0,Male,African-American,no,not high risk
2013,23,0,Male,Caucasian,no,not high risk
2013,37,13,Male,African-American,no,not high risk
2013,30,6,Male,African-American,no,not high risk
2013,21,0,Male,African-American,no,not high risk
2014,25,1,Male,Caucasian,no,not high risk
2014,22,0,Male,Caucasian,yes,not high risk
2013,20,2,Male,Other,no,high risk
2013,27,10,Male,African-American,no,high risk
2013,52,1,Male,Caucasian,no,not high risk
2014,39,6,Female,African-American,no,not high risk
2013,31,0,Male,African-American,no,not high risk
2014,18,1,Male,African-American,no,not high risk
2013,28,8,Male,African-American,yes,high risk
2013,19,2,Male,African-American,no,high risk
2014,31,7,Male,Caucasian,yes,high risk
2014,42,6,Male,Caucasian,yes,not high risk
2013,38,25,Male,African-American,yes,high risk
2014,53,9,Male,African-American,no,high risk
2013,18,1,Male,African-American,no,not high risk
2013,45,1,Female,Caucasian,no,not high risk
2013,37,2,Male,Caucasian,no,not high risk
2013,28,0,Male,Hispanic,no,not high risk
2013,22,0,Female,Caucasian,no,not high risk
2013,48,1,Male,Caucasian,no,not high risk
2013,26,3,Female,African-American,no,not high risk
2013,28,0,Male,African-American,yes,not high risk
2014,18,0,Female,African-American,yes,high risk
2014,55,0,Male,Caucasian,no,not high risk
2014,24,0,Male,African-American,no,not high risk
2013,38,1,Female,Caucasian,no,not high risk
2013,34,5,Male,African-American,no,not high risk
2013,46,0,Male,African-American,no,not high risk
2013,18,0,Male,African-American,no,high risk
2013,26,1,Male,Hispanic,no,not high risk
2013,49,1,Male,African-American,no,not high risk
2014,17,1,Male,African-American,yes,high risk
2013,51,0,Male,African-American,yes,not high risk
2013,37,4,Female,Caucasian,yes,not high risk
2013,19,0,Male,African-American,no,not high risk
2013,47,10,Male,Caucasian,no,not high risk
2013,31,2,Male,Caucasian,yes,not high risk
2014,19,0,Male,African-American,no,not high risk
2013,24,0,Male,Caucasian,no,not high risk
2013,35,20,Female,Hispanic,yes,high risk
2013,29,0,Male,Caucasian,no,not high risk
2013,57,0,Male,Caucasian,no,not high risk
2013,56,0,Male,Caucasian,no,not high risk
2013,32,2,Female,Caucasian,no,not high risk
2013,42,0,Male,Hispanic,no,not high risk
2013,37,7,Male,African-American,no,high risk
2013,28,0,Female,African-American,yes,not high risk
2014,30,0,Female,African-American,no,not high risk
2013,19,2,Male,Caucasian,no,not high risk
2014,32,2,Male,Caucasian,no,not high risk
2013,28,7,Male,African-American,no,not high risk
2013,44,0,Male,Other,no,not high risk
2014,33,2,Male,Caucasian,yes,not high risk
2013,32,0,Male,African-American,no,not high risk
2013,27,9,Female,African-American,yes,high risk
2013,28,4,Male,Caucasian,yes,high risk
2013,28,0,Male,Hispanic,no,high risk
2013,33,5,Male,African-American,yes,not high risk
2013,36,2,Male,African-American,no,not high risk
2013,32,0,Male,Hispanic,no,not high risk
2013,35,0,Male,African-American,no,not high risk
2013,22,3,Male,African-American,no,not high risk
2013,24,0,Female,African-American,no,not high risk
2013,45,2,Male,Caucasian,no,not high risk
2013,44,12,Male,African-American,no,not high risk
2013,24,0,Male,Caucasian,no,not high risk
2013,32,0,Male,African-American,yes,high risk
2013,27,4,Male,African-American,yes,not high risk
2014,23,0,Male,Caucasian,no,not high risk
2013,23,5,Male,African-American,no,not high risk
2014,58,9,Male,African-American,no,high risk
2013,46,0,Male,Other,yes,not high risk
2013,19,0,Male,African-American,no,not high risk
2013,50,1,Male,Caucasian,no,not high risk
2014,20,0,Male,African-American,yes,not high risk
2013,27,1,Male,Hispanic,no,high risk
2013,27,4,Male,African-American,no,not high risk
2014,19,0,Male,Hispanic,no,not high risk
2013,21,2,Female,African-American,yes,not high risk
2013,48,2,Male,Caucasian,no,not high risk
2013,26,1,Male,African-American,no,not high risk
2013,21,0,Female,Other,no,not high risk
2013,34,5,Male,Hispanic,no,not high risk
2013,51,2,Female,Hispanic,no,not high risk
2013,48,14,Female,Caucasian,no,high risk
2014,51,1,Male,Caucasian,no,not high risk
2014,29,2,Male,African-American,no,not high risk
2013,22,5,Male,African-American,no,high risk
2013,35,0,Male,Hispanic,no,not high risk
2013,19,3,Male,African-American,yes,high risk
2013,18,1,Male,African-American,yes,high risk
2014,26,14,Male,African-American,yes,not high risk
2013,22,1,Male,African-American,no,not high risk
2013,54,2,Male,Caucasian,no,not high risk
2013,31,22,Male,African-American,no,high risk
2013,33,7,Male,Hispanic,no,not high risk
2013,19,0,Male,Caucasian,no,not high risk
2013,20,0,Male,African-American,yes,high risk
2013,28,4,Male,African-American,no,high risk
2014,40,1,Male,African-American,yes,not high risk
2013,46,24,Male,African-American,yes,high risk
2013,34,0,Male,African-American,no,high risk
2013,21,1,Male,African-American,no,not high risk
2013,38,0,Male,Caucasian,no,not high risk
2013,47,5,Male,African-American,no,not high risk
2014,40,19,Male,Hispanic,yes,high risk
2013,37,8,Male,Other,yes,not high risk
2013,21,0,Male,Caucasian,no,not high risk
2013,62,0,Female,Other,no,not high risk
2013,49,0,Male,Caucasian,no,not high risk
2013,41,1,Male,Caucasian,no,not high risk
2013,32,3,Female,African-American,yes,not high risk
2013,26,2,Male,African-American,no,high risk
2014,54,0,Male,Caucasian,no,not high risk
2014,35,1,Male,Caucasian,yes,not high risk
2014,21,0,Female,Other,no,not high risk
2013,53,1,Male,Caucasian,no,not high risk
2013,26,6,Male,African-American,yes,high risk
2014,23,1,Male,Caucasian,no,not high risk
2014,64,0,Male,Caucasian,no,not high risk
2013,25,3,Male,African-American,no,not high risk
2013,22,0,Male,African-American,no,not high risk
2014,71,0,Male,Caucasian,no,not high risk
2013,42,0,Male,African-American,no,not high risk
2013,40,0,Male,Hispanic,no,not high risk
2014,38,6,Male,African-American,no,not high risk
2013,18,0,Male,Hispanic,no,high risk
2013,53,0,Male,Caucasian,yes,not high risk
2013,39,3,Male,African-American,no,not high risk
2013,47,1,Male,Caucasian,no,not high risk
2014,32,0,Male,Caucasian,no,not high risk
2014,45,1,Male,African-American,yes,not high risk
2013,56,3,Male,Caucasian,no,not high risk
2013,45,3,Male,Caucasian,no,not high risk
2014,18,0,Female,Caucasian,yes,not high risk
2013,26,0,Male,African-American,no,high risk
2013,35,1,Male,Other,no,not high risk
2014,41,0,Female,Caucasian,no,not high risk
2013,32,1,Male,African-American,no,high risk
2013,22,2,Male,Hispanic,yes,not high risk
2013,19,0,Male,Caucasian,no,not high risk
2014,30,1,Female,Hispanic,no,not high risk
2013,23,9,Male,Caucasian,yes,not high risk
2013,45,0,Female,Other,no,not high risk
2013,68,1,Male,Caucasian,no,not high risk
2013,57,0,Female,Caucasian,no,not high risk
2013,20,2,Female,Caucasian,no,not high risk
2014,28,1,Male,African-American,yes,not high risk
2013,51,1,Female,Caucasian,no,not high risk
2013,22,6,Male,Caucasian,no,high risk
2013,25,0,Female,Caucasian,no,not high risk
2013,22,2,Female,Caucasian,no,high risk
2013,19,1,Female,African-American,no,not high risk
2014,33,0,Male,African-American,no,not high risk
2014,19,0,Male,African-American,no,not high risk
2013,45,1,Male,Caucasian,no,not high risk
2013,19,1,Male,African-American,no,not high risk
2013,61,8,Male,Caucasian,no,not high risk
2013,23,1,Female,African-American,no,not high risk
2013,34,3,Male,African-American,no,not high risk
2013,31,1,Female,African-American,yes,not high risk
2013,57,4,Male,Hispanic,no,not high risk
2013,55,0,Male,Caucasian,no,not high risk
2013,25,0,Male,Caucasian,no,not high risk
2013,22,0,Male,African-American,no,not high risk
2013,53,24,Male,African-American,no,high risk
2013,30,2,Male,African-American,no,not high risk
2013,44,15,Male,African-American,no,not high risk
2013,29,6,Male,African-American,yes,not high risk
2013,22,1,Male,African-American,yes,not high risk
2014,18,0,Female,African-American,no,not high risk
2014,30,9,Male,African-American,no,high risk
2013,46,0,Female,African-American,no,not high risk
2013,19,1,Male,African-American,no,not high risk
2013,21,0,Male,African-American,no,not high risk
2013,26,5,Male,African-American,no,high risk
2013,46,1,Male,Caucasian,no,not high risk
2013,19,0,Male,Caucasian,no,not high risk
2014,32,8,Male,African-American,no,high risk
2013,23,3,Female,African-American,yes,not high risk
2013,50,2,Male,Caucasian,yes,not high risk
2013,56,1,Male,African-American,no,not high risk
2013,21,1,Male,Other,yes,not high risk
2013,62,20,Male,African-American,no,not high risk
2013,20,0,Female,African-American,no,not high risk
2013,27,3,Female,African-American,yes,not high risk
2013,24,0,Female,Caucasian,no,not high risk
2013,18,0,Male,Caucasian,no,not high risk
2014,35,0,Male,Other,no,not high risk
2013,23,2,Male,Other,no,not high risk
2014,30,0,Female,African-American,no,not high risk
2013,42,1,Female,Caucasian,no,not high risk
2013,37,8,Male,African-American,no,not high risk
2013,27,3,Male,Caucasian,no,not high risk
2013,24,2,Male,African-American,yes,not high risk
2014,21,1,Male,African-American,no,not high risk
2013,31,2,Male,Hispanic,yes,not high risk
2013,30,1,Male,African-American,no,high risk
2014,31,3,Female,African-American,no,not high risk
2013,30,3,Male,Caucasian,no,not high risk
2014,31,0,Male,Caucasian,no,not high risk
2014,38,2,Male,African-American,yes,not high risk
2013,35,1,Male,Hispanic,no,not high risk
2013,25,9,Male,African-American,no,not high risk
2013,22,0,Female,African-American,yes,not high risk
2013,27,1,Female,African-American,no,not high risk
2013,44,0,Female,African-American,no,not high risk
2013,34,5,Male,Caucasian,no,not high risk
2013,28,9,Male,Caucasian,yes,high risk
2013,27,1,Female,Caucasian,no,not high risk
2013,58,10,Male,African-American,no,high risk
2013,43,7,Female,African-American,no,high risk
2013,59,3,Male,Caucasian,no,not high risk
2013,21,9,Male,Caucasian,no,high risk
2013,34,0,Male,Asian,no,not high risk
2013,27,5,Male,African-American,yes,high risk
2013,36,2,Male,African-American,yes,not high risk
2013,45,1,Male,Hispanic,no,not high risk
2013,28,3,Male,Other,yes,not high risk
2013,48,0,Male,Caucasian,no,not high risk
2013,25,0,Male,African-American,no,not high risk
